ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,30796,SYSTEM1.TXT,0.11618,0.34762,0.17416,3

ROUGE-SU4+StopWordRemoval,30796,SYSTEM1.TXT,0.09950,0.25694,0.14345,3

ROUGE-1+StopWordRemoval,32179,SYSTEM1.TXT,0.24597,0.43043,0.31305,3

ROUGE-2+StopWordRemoval,32179,SYSTEM1.TXT,0.05479,0.12500,0.07619,3

ROUGE-L+StopWordRemoval,32179,SYSTEM1.TXT,0.24071,0.31397,0.27250,3

ROUGE-SU4+StopWordRemoval,32179,SYSTEM1.TXT,0.11303,0.20915,0.14675,3

ROUGE-1+StopWordRemoval,30795,SYSTEM1.TXT,0.31406,0.46366,0.37447,4

ROUGE-2+StopWordRemoval,30795,SYSTEM1.TXT,0.21904,0.23552,0.22698,4

ROUGE-L+StopWordRemoval,30795,SYSTEM1.TXT,0.18378,0.26026,0.21543,4

ROUGE-SU4+StopWordRemoval,30795,SYSTEM1.TXT,0.24876,0.28657,0.26633,4

ROUGE-1+StopWordRemoval,33027,SYSTEM1.TXT,0.15127,0.45859,0.22750,4

ROUGE-2+StopWordRemoval,33027,SYSTEM1.TXT,0.03383,0.10926,0.05166,4

ROUGE-L+StopWordRemoval,33027,SYSTEM1.TXT,0.14078,0.30917,0.19347,4

ROUGE-SU4+StopWordRemoval,33027,SYSTEM1.TXT,0.07201,0.22116,0.10865,4

ROUGE-1+StopWordRemoval,32177,SYSTEM1.TXT,0.32519,0.39617,0.35719,4

ROUGE-2+StopWordRemoval,32177,SYSTEM1.TXT,0.10292,0.12795,0.11408,4

ROUGE-L+StopWordRemoval,32177,SYSTEM1.TXT,0.22945,0.26707,0.24684,4

ROUGE-SU4+StopWordRemoval,32177,SYSTEM1.TXT,0.16512,0.18693,0.17535,4

ROUGE-1+StopWordRemoval,30790,SYSTEM1.TXT,0.36653,0.31501,0.33882,4

ROUGE-2+StopWordRemoval,30790,SYSTEM1.TXT,0.15809,0.08708,0.11230,4

ROUGE-L+StopWordRemoval,30790,SYSTEM1.TXT,0.25454,0.23164,0.24255,4

ROUGE-SU4+StopWordRemoval,30790,SYSTEM1.TXT,0.21777,0.13010,0.16289,4

ROUGE-1+StopWordRemoval,32176,SYSTEM1.TXT,0.14854,0.48223,0.22712,3

ROUGE-2+StopWordRemoval,32176,SYSTEM1.TXT,0.04261,0.12458,0.06350,3

ROUGE-L+StopWordRemoval,32176,SYSTEM1.TXT,0.12637,0.34308,0.18470,3

ROUGE-SU4+StopWordRemoval,32176,SYSTEM1.TXT,0.08064,0.22830,0.11918,3

ROUGE-1+StopWordRemoval,31769,SYSTEM1.TXT,0.31801,0.39084,0.35068,4

ROUGE-2+StopWordRemoval,31769,SYSTEM1.TXT,0.11413,0.11470,0.11442,4

ROUGE-L+StopWordRemoval,31769,SYSTEM1.TXT,0.22536,0.29649,0.25607,4

ROUGE-SU4+StopWordRemoval,31769,SYSTEM1.TXT,0.17682,0.16254,0.16938,4

ROUGE-1+StopWordRemoval,31648,SYSTEM1.TXT,0.14673,0.45110,0.22143,4

ROUGE-2+StopWordRemoval,31648,SYSTEM1.TXT,0.03615,0.12859,0.05643,4

ROUGE-L+StopWordRemoval,31648,SYSTEM1.TXT,0.11272,0.27746,0.16031,4

ROUGE-SU4+StopWordRemoval,31648,SYSTEM1.TXT,0.06953,0.21287,0.10482,4

ROUGE-1+StopWordRemoval,32616,SYSTEM1.TXT,0.22017,0.45849,0.29748,4

ROUGE-2+StopWordRemoval,32616,SYSTEM1.TXT,0.08275,0.15226,0.10722,4

ROUGE-L+StopWordRemoval,32616,SYSTEM1.TXT,0.20903,0.34400,0.26004,4

ROUGE-SU4+StopWordRemoval,32616,SYSTEM1.TXT,0.13177,0.21711,0.16400,4

ROUGE-1+StopWordRemoval,32859,SYSTEM1.TXT,0.17986,0.57239,0.27372,3

ROUGE-2+StopWordRemoval,32859,SYSTEM1.TXT,0.05069,0.14933,0.07569,3

ROUGE-L+StopWordRemoval,32859,SYSTEM1.TXT,0.13869,0.38536,0.20397,3

ROUGE-SU4+StopWordRemoval,32859,SYSTEM1.TXT,0.09880,0.26671,0.14418,3

ROUGE-1+StopWordRemoval,31766,SYSTEM1.TXT,0.22821,0.41924,0.29554,3

ROUGE-2+StopWordRemoval,31766,SYSTEM1.TXT,0.05691,0.09042,0.06986,3

ROUGE-L+StopWordRemoval,31766,SYSTEM1.TXT,0.20938,0.30483,0.24825,3

ROUGE-SU4+StopWordRemoval,31766,SYSTEM1.TXT,0.11439,0.17816,0.13933,3

ROUGE-1+StopWordRemoval,31889,SYSTEM1.TXT,0.34838,0.50570,0.41255,4

ROUGE-2+StopWordRemoval,31889,SYSTEM1.TXT,0.12840,0.16564,0.14466,4

ROUGE-L+StopWordRemoval,31889,SYSTEM1.TXT,0.30518,0.35915,0.32998,4

ROUGE-SU4+StopWordRemoval,31889,SYSTEM1.TXT,0.19995,0.24070,0.21844,4

ROUGE-1+StopWordRemoval,32854,SYSTEM1.TXT,0.16419,0.45726,0.24162,3

ROUGE-2+StopWordRemoval,32854,SYSTEM1.TXT,0.05196,0.14118,0.07596,3

ROUGE-L+StopWordRemoval,32854,SYSTEM1.TXT,0.14146,0.29570,0.19137,3

ROUGE-SU4+StopWordRemoval,32854,SYSTEM1.TXT,0.09314,0.23317,0.13311,3

ROUGE-1+StopWordRemoval,31646,SYSTEM1.TXT,0.21031,0.45916,0.28848,3

ROUGE-2+StopWordRemoval,31646,SYSTEM1.TXT,0.05995,0.14061,0.08406,3

ROUGE-L+StopWordRemoval,31646,SYSTEM1.TXT,0.19892,0.35849,0.25586,3

ROUGE-SU4+StopWordRemoval,31646,SYSTEM1.TXT,0.10364,0.21550,0.13996,3

ROUGE-1+StopWordRemoval,32734,SYSTEM1.TXT,0.40098,0.34244,0.36940,3

ROUGE-2+StopWordRemoval,32734,SYSTEM1.TXT,0.16323,0.10554,0.12820,3

ROUGE-L+StopWordRemoval,32734,SYSTEM1.TXT,0.36675,0.24912,0.29670,3

ROUGE-SU4+StopWordRemoval,32734,SYSTEM1.TXT,0.23950,0.15512,0.18829,3

ROUGE-1+StopWordRemoval,31509,SYSTEM1.TXT,0.27226,0.37753,0.31637,4

ROUGE-2+StopWordRemoval,31509,SYSTEM1.TXT,0.08205,0.10616,0.09256,4

ROUGE-L+StopWordRemoval,31509,SYSTEM1.TXT,0.18008,0.29702,0.22422,4

ROUGE-SU4+StopWordRemoval,31509,SYSTEM1.TXT,0.13775,0.16128,0.14859,4

ROUGE-1+StopWordRemoval,33130,SYSTEM1.TXT,0.41702,0.42171,0.41935,3

ROUGE-2+StopWordRemoval,33130,SYSTEM1.TXT,0.20356,0.15269,0.17449,3

ROUGE-L+StopWordRemoval,33130,SYSTEM1.TXT,0.31301,0.25070,0.27841,3

ROUGE-SU4+StopWordRemoval,33130,SYSTEM1.TXT,0.25535,0.20438,0.22704,3

ROUGE-1+StopWordRemoval,32042,SYSTEM1.TXT,0.10422,0.63409,0.17902,3

ROUGE-2+StopWordRemoval,32042,SYSTEM1.TXT,0.03418,0.21585,0.05902,3

ROUGE-L+StopWordRemoval,32042,SYSTEM1.TXT,0.13225,0.45673,0.20510,3

ROUGE-SU4+StopWordRemoval,32042,SYSTEM1.TXT,0.05172,0.32402,0.08920,3

ROUGE-1+StopWordRemoval,32163,SYSTEM1.TXT,0.21272,0.25405,0.23156,3

ROUGE-2+StopWordRemoval,32163,SYSTEM1.TXT,0.02397,0.06042,0.03432,3

ROUGE-L+StopWordRemoval,32163,SYSTEM1.TXT,0.22790,0.26539,0.24522,3

ROUGE-SU4+StopWordRemoval,32163,SYSTEM1.TXT,0.10166,0.10616,0.10386,3

ROUGE-1+StopWordRemoval,31074,SYSTEM1.TXT,0.12659,0.35722,0.18693,3

ROUGE-2+StopWordRemoval,31074,SYSTEM1.TXT,0.02620,0.07134,0.03833,3

ROUGE-L+StopWordRemoval,31074,SYSTEM1.TXT,0.14128,0.24862,0.18018,3

ROUGE-SU4+StopWordRemoval,31074,SYSTEM1.TXT,0.05711,0.16111,0.08433,3

ROUGE-1+StopWordRemoval,30783,SYSTEM1.TXT,0.40717,0.39196,0.39942,3

ROUGE-2+StopWordRemoval,30783,SYSTEM1.TXT,0.14286,0.11274,0.12602,3

ROUGE-L+StopWordRemoval,30783,SYSTEM1.TXT,0.30276,0.25714,0.27810,3

ROUGE-SU4+StopWordRemoval,30783,SYSTEM1.TXT,0.22600,0.18364,0.20263,3

ROUGE-1+StopWordRemoval,31872,SYSTEM1.TXT,0.18214,0.54287,0.27276,4

ROUGE-2+StopWordRemoval,31872,SYSTEM1.TXT,0.08266,0.24901,0.12412,4

ROUGE-L+StopWordRemoval,31872,SYSTEM1.TXT,0.18636,0.37044,0.24798,4

ROUGE-SU4+StopWordRemoval,31872,SYSTEM1.TXT,0.12275,0.30783,0.17551,4

ROUGE-1+StopWordRemoval,30782,SYSTEM1.TXT,0.13525,0.42273,0.20493,3

ROUGE-2+StopWordRemoval,30782,SYSTEM1.TXT,0.04347,0.11137,0.06254,3

ROUGE-L+StopWordRemoval,30782,SYSTEM1.TXT,0.08765,0.36957,0.14170,3

ROUGE-SU4+StopWordRemoval,30782,SYSTEM1.TXT,0.06782,0.16641,0.09637,3

ROUGE-1+StopWordRemoval,33018,SYSTEM1.TXT,0.26377,0.38487,0.31301,3

ROUGE-2+StopWordRemoval,33018,SYSTEM1.TXT,0.12289,0.12148,0.12218,3

ROUGE-L+StopWordRemoval,33018,SYSTEM1.TXT,0.19784,0.25499,0.22281,3

ROUGE-SU4+StopWordRemoval,33018,SYSTEM1.TXT,0.16584,0.17079,0.16828,3

ROUGE-1+StopWordRemoval,30785,SYSTEM1.TXT,0.17054,0.43839,0.24555,4

ROUGE-2+StopWordRemoval,30785,SYSTEM1.TXT,0.05852,0.13911,0.08238,4

ROUGE-L+StopWordRemoval,30785,SYSTEM1.TXT,0.13013,0.32005,0.18502,4

ROUGE-SU4+StopWordRemoval,30785,SYSTEM1.TXT,0.09286,0.21761,0.13018,4

ROUGE-1+StopWordRemoval,31632,SYSTEM1.TXT,0.19538,0.37037,0.25581,4

ROUGE-2+StopWordRemoval,31632,SYSTEM1.TXT,0.07679,0.09985,0.08681,4

ROUGE-L+StopWordRemoval,31632,SYSTEM1.TXT,0.18345,0.24883,0.21119,4

ROUGE-SU4+StopWordRemoval,31632,SYSTEM1.TXT,0.11541,0.17565,0.13930,4

ROUGE-1+StopWordRemoval,32168,SYSTEM1.TXT,0.15971,0.62112,0.25409,3

ROUGE-2+StopWordRemoval,32168,SYSTEM1.TXT,0.07100,0.28022,0.11329,3

ROUGE-L+StopWordRemoval,32168,SYSTEM1.TXT,0.17074,0.42556,0.24370,3

ROUGE-SU4+StopWordRemoval,32168,SYSTEM1.TXT,0.09843,0.34306,0.15297,3

ROUGE-1+StopWordRemoval,31631,SYSTEM1.TXT,0.20868,0.42998,0.28099,3

ROUGE-2+StopWordRemoval,31631,SYSTEM1.TXT,0.06895,0.15889,0.09617,3

ROUGE-L+StopWordRemoval,31631,SYSTEM1.TXT,0.20389,0.29281,0.24039,3

ROUGE-SU4+StopWordRemoval,31631,SYSTEM1.TXT,0.10584,0.24113,0.14711,3

ROUGE-1+StopWordRemoval,31076,SYSTEM1.TXT,0.34090,0.40011,0.36814,3

ROUGE-2+StopWordRemoval,31076,SYSTEM1.TXT,0.08035,0.09672,0.08778,3

ROUGE-L+StopWordRemoval,31076,SYSTEM1.TXT,0.21347,0.24812,0.22949,3

ROUGE-SU4+StopWordRemoval,31076,SYSTEM1.TXT,0.17712,0.17025,0.17362,3

ROUGE-1+StopWordRemoval,30781,SYSTEM1.TXT,0.35115,0.33185,0.34123,4

ROUGE-2+StopWordRemoval,30781,SYSTEM1.TXT,0.10952,0.09436,0.10137,4

ROUGE-L+StopWordRemoval,30781,SYSTEM1.TXT,0.26998,0.23602,0.25186,4

ROUGE-SU4+StopWordRemoval,30781,SYSTEM1.TXT,0.19720,0.14921,0.16988,4

ROUGE-1+StopWordRemoval,32286,SYSTEM1.TXT,0.40896,0.25641,0.31520,4

ROUGE-2+StopWordRemoval,32286,SYSTEM1.TXT,0.10039,0.05179,0.06833,4

ROUGE-L+StopWordRemoval,32286,SYSTEM1.TXT,0.26523,0.15103,0.19246,4

ROUGE-SU4+StopWordRemoval,32286,SYSTEM1.TXT,0.20996,0.10206,0.13735,4

ROUGE-1+StopWordRemoval,32165,SYSTEM1.TXT,0.12101,0.38675,0.18434,3

ROUGE-2+StopWordRemoval,32165,SYSTEM1.TXT,0.02856,0.10453,0.04486,3

ROUGE-L+StopWordRemoval,32165,SYSTEM1.TXT,0.12165,0.34658,0.18009,3

ROUGE-SU4+StopWordRemoval,32165,SYSTEM1.TXT,0.05445,0.19200,0.08484,3

ROUGE-1+StopWordRemoval,32044,SYSTEM1.TXT,0.14450,0.62991,0.23507,5

ROUGE-2+StopWordRemoval,32044,SYSTEM1.TXT,0.06843,0.28342,0.11024,5

ROUGE-L+StopWordRemoval,32044,SYSTEM1.TXT,0.13062,0.43832,0.20127,5

ROUGE-SU4+StopWordRemoval,32044,SYSTEM1.TXT,0.09135,0.36357,0.14601,5

ROUGE-1+StopWordRemoval,32849,SYSTEM1.TXT,0.09676,0.68193,0.16948,3

ROUGE-2+StopWordRemoval,32849,SYSTEM1.TXT,0.04064,0.30685,0.07177,3

ROUGE-L+StopWordRemoval,32849,SYSTEM1.TXT,0.09980,0.48987,0.16582,3

ROUGE-SU4+StopWordRemoval,32849,SYSTEM1.TXT,0.06134,0.39992,0.10637,3

ROUGE-1+StopWordRemoval,31517,SYSTEM1.TXT,0.20040,0.53404,0.29143,4

ROUGE-2+StopWordRemoval,31517,SYSTEM1.TXT,0.07253,0.21168,0.10804,4

ROUGE-L+StopWordRemoval,31517,SYSTEM1.TXT,0.16434,0.35468,0.22461,4

ROUGE-SU4+StopWordRemoval,31517,SYSTEM1.TXT,0.11119,0.28937,0.16065,4

ROUGE-1+StopWordRemoval,31879,SYSTEM1.TXT,0.27653,0.46737,0.34747,4

ROUGE-2+StopWordRemoval,31879,SYSTEM1.TXT,0.11007,0.17801,0.13603,4

ROUGE-L+StopWordRemoval,31879,SYSTEM1.TXT,0.21567,0.31338,0.25550,4

ROUGE-SU4+StopWordRemoval,31879,SYSTEM1.TXT,0.16021,0.24159,0.19266,4

ROUGE-1+StopWordRemoval,32848,SYSTEM1.TXT,0.26880,0.38060,0.31508,3

ROUGE-2+StopWordRemoval,32848,SYSTEM1.TXT,0.09863,0.10425,0.10136,3

ROUGE-L+StopWordRemoval,32848,SYSTEM1.TXT,0.19878,0.29752,0.23833,3

ROUGE-SU4+StopWordRemoval,32848,SYSTEM1.TXT,0.15536,0.16086,0.15806,3

ROUGE-1+StopWordRemoval,32966,SYSTEM1.TXT,0.22656,0.50133,0.31209,3

ROUGE-2+StopWordRemoval,32966,SYSTEM1.TXT,0.07271,0.14725,0.09735,3

ROUGE-L+StopWordRemoval,32966,SYSTEM1.TXT,0.21491,0.33013,0.26034,3

ROUGE-SU4+StopWordRemoval,32966,SYSTEM1.TXT,0.12648,0.22083,0.16084,3

ROUGE-1+StopWordRemoval,31634,SYSTEM1.TXT,0.27299,0.45124,0.34018,4

ROUGE-2+StopWordRemoval,31634,SYSTEM1.TXT,0.11845,0.15685,0.13497,4

ROUGE-L+StopWordRemoval,31634,SYSTEM1.TXT,0.19474,0.30240,0.23691,4

ROUGE-SU4+StopWordRemoval,31634,SYSTEM1.TXT,0.14977,0.21458,0.17641,4

ROUGE-1+StopWordRemoval,31755,SYSTEM1.TXT,0.19357,0.26322,0.22309,4

ROUGE-2+StopWordRemoval,31755,SYSTEM1.TXT,0.02682,0.04971,0.03484,4

ROUGE-L+StopWordRemoval,31755,SYSTEM1.TXT,0.14636,0.19337,0.16661,4

ROUGE-SU4+StopWordRemoval,31755,SYSTEM1.TXT,0.08851,0.11012,0.09814,4

ROUGE-1+StopWordRemoval,31513,SYSTEM1.TXT,0.26834,0.44399,0.33451,3

ROUGE-2+StopWordRemoval,31513,SYSTEM1.TXT,0.08976,0.15949,0.11487,3

ROUGE-L+StopWordRemoval,31513,SYSTEM1.TXT,0.19863,0.32376,0.24621,3

ROUGE-SU4+StopWordRemoval,31513,SYSTEM1.TXT,0.13281,0.22126,0.16599,3

ROUGE-1+StopWordRemoval,31633,SYSTEM1.TXT,0.17926,0.36421,0.24027,4

ROUGE-2+StopWordRemoval,31633,SYSTEM1.TXT,0.08474,0.08939,0.08700,4

ROUGE-L+StopWordRemoval,31633,SYSTEM1.TXT,0.13298,0.24867,0.17329,4

ROUGE-SU4+StopWordRemoval,31633,SYSTEM1.TXT,0.12516,0.16706,0.14311,4

ROUGE-1+StopWordRemoval,31512,SYSTEM1.TXT,0.23967,0.44942,0.31262,4

ROUGE-2+StopWordRemoval,31512,SYSTEM1.TXT,0.07776,0.13816,0.09951,4

ROUGE-L+StopWordRemoval,31512,SYSTEM1.TXT,0.19568,0.31068,0.24012,4

ROUGE-SU4+StopWordRemoval,31512,SYSTEM1.TXT,0.13209,0.21413,0.16339,4

ROUGE-1+StopWordRemoval,32964,SYSTEM1.TXT,0.27128,0.31715,0.29242,4

ROUGE-2+StopWordRemoval,32964,SYSTEM1.TXT,0.08233,0.07546,0.07875,4

ROUGE-L+StopWordRemoval,32964,SYSTEM1.TXT,0.17099,0.22630,0.19480,4

ROUGE-SU4+StopWordRemoval,32964,SYSTEM1.TXT,0.15978,0.13326,0.14532,4

ROUGE-1+StopWordRemoval,31757,SYSTEM1.TXT,0.24136,0.41034,0.30394,4

ROUGE-2+StopWordRemoval,31757,SYSTEM1.TXT,0.10252,0.14413,0.11981,4

ROUGE-L+StopWordRemoval,31757,SYSTEM1.TXT,0.17507,0.27179,0.21297,4

ROUGE-SU4+StopWordRemoval,31757,SYSTEM1.TXT,0.15440,0.20103,0.17466,4

ROUGE-1+StopWordRemoval,31514,SYSTEM1.TXT,0.13017,0.40858,0.19743,4

ROUGE-2+StopWordRemoval,31514,SYSTEM1.TXT,0.04622,0.13707,0.06912,4

ROUGE-L+StopWordRemoval,31514,SYSTEM1.TXT,0.11880,0.29927,0.17008,4

ROUGE-SU4+StopWordRemoval,31514,SYSTEM1.TXT,0.06740,0.21435,0.10255,4

ROUGE-1+StopWordRemoval,32602,SYSTEM1.TXT,0.21963,0.26278,0.23927,6

ROUGE-2+StopWordRemoval,32602,SYSTEM1.TXT,0.08431,0.06336,0.07235,6

ROUGE-L+StopWordRemoval,32602,SYSTEM1.TXT,0.13444,0.27390,0.18036,6

ROUGE-SU4+StopWordRemoval,32602,SYSTEM1.TXT,0.12214,0.09906,0.10940,6

ROUGE-1+StopWordRemoval,32272,SYSTEM1.TXT,0.33600,0.36920,0.35182,4

ROUGE-2+StopWordRemoval,32272,SYSTEM1.TXT,0.18823,0.14468,0.16361,4

ROUGE-L+StopWordRemoval,32272,SYSTEM1.TXT,0.23379,0.29348,0.26025,4

ROUGE-SU4+StopWordRemoval,32272,SYSTEM1.TXT,0.22847,0.17232,0.19646,4

ROUGE-1+StopWordRemoval,31061,SYSTEM1.TXT,0.34044,0.24403,0.28428,3

ROUGE-2+StopWordRemoval,31061,SYSTEM1.TXT,0.17806,0.08893,0.11862,3

ROUGE-L+StopWordRemoval,31061,SYSTEM1.TXT,0.24464,0.16324,0.19582,3

ROUGE-SU4+StopWordRemoval,31061,SYSTEM1.TXT,0.26737,0.11476,0.16059,3

ROUGE-1+StopWordRemoval,32394,SYSTEM1.TXT,0.41514,0.32907,0.36713,3

ROUGE-2+StopWordRemoval,32394,SYSTEM1.TXT,0.17672,0.09159,0.12065,3

ROUGE-L+StopWordRemoval,32394,SYSTEM1.TXT,0.33708,0.23197,0.27482,3

ROUGE-SU4+StopWordRemoval,32394,SYSTEM1.TXT,0.25122,0.14433,0.18333,3

ROUGE-1+StopWordRemoval,31063,SYSTEM1.TXT,0.34397,0.48379,0.40207,3

ROUGE-2+StopWordRemoval,31063,SYSTEM1.TXT,0.10562,0.15515,0.12568,3

ROUGE-L+StopWordRemoval,31063,SYSTEM1.TXT,0.27982,0.32643,0.30133,3

ROUGE-SU4+StopWordRemoval,31063,SYSTEM1.TXT,0.18160,0.22366,0.20044,3

ROUGE-1+StopWordRemoval,32392,SYSTEM1.TXT,0.29765,0.43926,0.35485,4

ROUGE-2+StopWordRemoval,32392,SYSTEM1.TXT,0.09516,0.14237,0.11407,4

ROUGE-L+StopWordRemoval,32392,SYSTEM1.TXT,0.23795,0.30464,0.26719,4

ROUGE-SU4+StopWordRemoval,32392,SYSTEM1.TXT,0.15347,0.19316,0.17104,4

ROUGE-1+StopWordRemoval,32150,SYSTEM1.TXT,0.21769,0.40749,0.28378,3

ROUGE-2+StopWordRemoval,32150,SYSTEM1.TXT,0.04815,0.07345,0.05817,3

ROUGE-L+StopWordRemoval,32150,SYSTEM1.TXT,0.16080,0.25397,0.19692,3

ROUGE-SU4+StopWordRemoval,32150,SYSTEM1.TXT,0.10781,0.16374,0.13002,3

ROUGE-1+StopWordRemoval,32157,SYSTEM1.TXT,0.24955,0.47647,0.32755,3

ROUGE-2+StopWordRemoval,32157,SYSTEM1.TXT,0.08748,0.16409,0.11412,3

ROUGE-L+StopWordRemoval,32157,SYSTEM1.TXT,0.21495,0.31967,0.25705,3

ROUGE-SU4+StopWordRemoval,32157,SYSTEM1.TXT,0.13198,0.22569,0.16656,3

ROUGE-1+StopWordRemoval,30895,SYSTEM1.TXT,0.09963,0.48958,0.16557,3

ROUGE-2+StopWordRemoval,30895,SYSTEM1.TXT,0.02075,0.10494,0.03465,3

ROUGE-L+StopWordRemoval,30895,SYSTEM1.TXT,0.10476,0.36093,0.16239,3

ROUGE-SU4+StopWordRemoval,30895,SYSTEM1.TXT,0.04894,0.23079,0.08075,3

ROUGE-1+StopWordRemoval,31984,SYSTEM1.TXT,0.17452,0.30932,0.22314,3

ROUGE-2+StopWordRemoval,31984,SYSTEM1.TXT,0.10630,0.18219,0.13426,3

ROUGE-L+StopWordRemoval,31984,SYSTEM1.TXT,0.07762,0.49057,0.13403,3

ROUGE-SU4+StopWordRemoval,31984,SYSTEM1.TXT,0.11151,0.18287,0.13854,3

ROUGE-1+StopWordRemoval,31983,SYSTEM1.TXT,0.39156,0.38462,0.38806,3

ROUGE-2+StopWordRemoval,31983,SYSTEM1.TXT,0.21488,0.14046,0.16987,3

ROUGE-L+StopWordRemoval,31983,SYSTEM1.TXT,0.34125,0.26932,0.30105,3

ROUGE-SU4+StopWordRemoval,31983,SYSTEM1.TXT,0.29847,0.19675,0.23717,3

ROUGE-1+StopWordRemoval,30894,SYSTEM1.TXT,0.17285,0.50256,0.25723,4

ROUGE-2+StopWordRemoval,30894,SYSTEM1.TXT,0.04274,0.12279,0.06341,4

ROUGE-L+StopWordRemoval,30894,SYSTEM1.TXT,0.15231,0.35900,0.21388,4

ROUGE-SU4+StopWordRemoval,30894,SYSTEM1.TXT,0.07963,0.22331,0.11739,4

ROUGE-1+StopWordRemoval,31620,SYSTEM1.TXT,0.32528,0.41411,0.36436,4

ROUGE-2+StopWordRemoval,31620,SYSTEM1.TXT,0.13047,0.14693,0.13821,4

ROUGE-L+StopWordRemoval,31620,SYSTEM1.TXT,0.25227,0.28125,0.26597,4

ROUGE-SU4+StopWordRemoval,31620,SYSTEM1.TXT,0.18468,0.20269,0.19327,4

ROUGE-1+StopWordRemoval,32155,SYSTEM1.TXT,0.10666,0.49649,0.17560,3

ROUGE-2+StopWordRemoval,32155,SYSTEM1.TXT,0.02310,0.13535,0.03947,3

ROUGE-L+StopWordRemoval,32155,SYSTEM1.TXT,0.09388,0.37849,0.15045,3

ROUGE-SU4+StopWordRemoval,32155,SYSTEM1.TXT,0.04798,0.24350,0.08017,3

ROUGE-1+StopWordRemoval,32034,SYSTEM1.TXT,0.35047,0.32249,0.33590,4

ROUGE-2+StopWordRemoval,32034,SYSTEM1.TXT,0.11626,0.09396,0.10393,4

ROUGE-L+StopWordRemoval,32034,SYSTEM1.TXT,0.30279,0.23469,0.26443,4

ROUGE-SU4+StopWordRemoval,32034,SYSTEM1.TXT,0.19089,0.14219,0.16298,4

ROUGE-1+StopWordRemoval,32156,SYSTEM1.TXT,0.42102,0.42422,0.42261,4

ROUGE-2+StopWordRemoval,32156,SYSTEM1.TXT,0.24421,0.15636,0.19065,4

ROUGE-L+StopWordRemoval,32156,SYSTEM1.TXT,0.20427,0.22934,0.21608,4

ROUGE-SU4+StopWordRemoval,32156,SYSTEM1.TXT,0.30170,0.18912,0.23250,4

ROUGE-1+StopWordRemoval,31064,SYSTEM1.TXT,0.33458,0.40773,0.36755,3

ROUGE-2+StopWordRemoval,31064,SYSTEM1.TXT,0.07246,0.10101,0.08438,3

ROUGE-L+StopWordRemoval,31064,SYSTEM1.TXT,0.25296,0.27854,0.26514,3

ROUGE-SU4+StopWordRemoval,31064,SYSTEM1.TXT,0.16005,0.17099,0.16534,3

ROUGE-1+StopWordRemoval,32032,SYSTEM1.TXT,0.28400,0.55910,0.37667,3

ROUGE-2+StopWordRemoval,32032,SYSTEM1.TXT,0.12778,0.31258,0.18140,3

ROUGE-L+StopWordRemoval,32032,SYSTEM1.TXT,0.21461,0.41536,0.28300,3

ROUGE-SU4+StopWordRemoval,32032,SYSTEM1.TXT,0.16609,0.33549,0.22218,3

ROUGE-1+StopWordRemoval,31506,SYSTEM1.TXT,0.38773,0.42569,0.40582,3

ROUGE-2+StopWordRemoval,31506,SYSTEM1.TXT,0.12679,0.13264,0.12965,3

ROUGE-L+StopWordRemoval,31506,SYSTEM1.TXT,0.28456,0.29457,0.28948,3

ROUGE-SU4+StopWordRemoval,31506,SYSTEM1.TXT,0.20656,0.20455,0.20555,3

ROUGE-1+StopWordRemoval,32717,SYSTEM1.TXT,0.33213,0.43107,0.37519,3

ROUGE-2+StopWordRemoval,32717,SYSTEM1.TXT,0.10773,0.15988,0.12872,3

ROUGE-L+StopWordRemoval,32717,SYSTEM1.TXT,0.24049,0.29533,0.26510,3

ROUGE-SU4+StopWordRemoval,32717,SYSTEM1.TXT,0.16937,0.21401,0.18909,3

ROUGE-1+StopWordRemoval,30779,SYSTEM1.TXT,0.16511,0.49757,0.24795,4

ROUGE-2+StopWordRemoval,30779,SYSTEM1.TXT,0.05698,0.13781,0.08063,4

ROUGE-L+StopWordRemoval,30779,SYSTEM1.TXT,0.12994,0.32514,0.18567,4

ROUGE-SU4+StopWordRemoval,30779,SYSTEM1.TXT,0.10241,0.23683,0.14299,4

ROUGE-1+StopWordRemoval,31508,SYSTEM1.TXT,0.21805,0.54745,0.31188,3

ROUGE-2+StopWordRemoval,31508,SYSTEM1.TXT,0.06952,0.16533,0.09788,3

ROUGE-L+StopWordRemoval,31508,SYSTEM1.TXT,0.18806,0.39834,0.25550,3

ROUGE-SU4+StopWordRemoval,31508,SYSTEM1.TXT,0.11653,0.24926,0.15881,3

ROUGE-1+StopWordRemoval,31628,SYSTEM1.TXT,0.22062,0.43305,0.29232,3

ROUGE-2+StopWordRemoval,31628,SYSTEM1.TXT,0.08952,0.16906,0.11706,3

