ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,31811,SYSTEM1.TXT,0.26289,0.24506,0.25366,4

ROUGE-SU4+StopWordRemoval,31811,SYSTEM1.TXT,0.17575,0.14486,0.15881,4

ROUGE-1+StopWordRemoval,32107,SYSTEM1.TXT,0.18897,0.47037,0.26962,3

ROUGE-2+StopWordRemoval,32107,SYSTEM1.TXT,0.06598,0.16054,0.09353,3

ROUGE-L+StopWordRemoval,32107,SYSTEM1.TXT,0.14594,0.30290,0.19697,3

ROUGE-SU4+StopWordRemoval,32107,SYSTEM1.TXT,0.11490,0.22848,0.15291,3

ROUGE-1+StopWordRemoval,32349,SYSTEM1.TXT,0.14946,0.30984,0.20164,4

ROUGE-2+StopWordRemoval,32349,SYSTEM1.TXT,0.02944,0.04706,0.03622,4

ROUGE-L+StopWordRemoval,32349,SYSTEM1.TXT,0.11719,0.27970,0.16517,4

ROUGE-SU4+StopWordRemoval,32349,SYSTEM1.TXT,0.07276,0.13771,0.09521,4

ROUGE-1+StopWordRemoval,30948,SYSTEM1.TXT,0.29373,0.32099,0.30675,4

ROUGE-2+StopWordRemoval,30948,SYSTEM1.TXT,0.10432,0.08691,0.09482,4

ROUGE-L+StopWordRemoval,30948,SYSTEM1.TXT,0.19569,0.19383,0.19476,4

ROUGE-SU4+StopWordRemoval,30948,SYSTEM1.TXT,0.15076,0.13433,0.14207,4

ROUGE-1+StopWordRemoval,31005,SYSTEM1.TXT,0.25218,0.52000,0.33965,5

ROUGE-2+StopWordRemoval,31005,SYSTEM1.TXT,0.10263,0.18851,0.13291,5

ROUGE-L+StopWordRemoval,31005,SYSTEM1.TXT,0.17543,0.30762,0.22344,5

ROUGE-SU4+StopWordRemoval,31005,SYSTEM1.TXT,0.14304,0.24941,0.18181,5

ROUGE-1+StopWordRemoval,32333,SYSTEM1.TXT,0.43761,0.29301,0.35100,3

ROUGE-2+StopWordRemoval,32333,SYSTEM1.TXT,0.23598,0.10578,0.14607,3

ROUGE-L+StopWordRemoval,32333,SYSTEM1.TXT,0.27778,0.16667,0.20834,3

ROUGE-SU4+StopWordRemoval,32333,SYSTEM1.TXT,0.29154,0.13662,0.18605,3

ROUGE-1+StopWordRemoval,30950,SYSTEM1.TXT,0.26289,0.42109,0.32369,3

ROUGE-2+StopWordRemoval,30950,SYSTEM1.TXT,0.07743,0.12955,0.09692,3

ROUGE-L+StopWordRemoval,30950,SYSTEM1.TXT,0.19517,0.27234,0.22739,3

ROUGE-SU4+StopWordRemoval,30950,SYSTEM1.TXT,0.12221,0.19761,0.15102,3

ROUGE-1+StopWordRemoval,32452,SYSTEM1.TXT,0.28897,0.44219,0.34953,4

ROUGE-2+StopWordRemoval,32452,SYSTEM1.TXT,0.12379,0.17288,0.14427,4

ROUGE-L+StopWordRemoval,32452,SYSTEM1.TXT,0.27760,0.35000,0.30962,4

ROUGE-SU4+StopWordRemoval,32452,SYSTEM1.TXT,0.17570,0.22028,0.19548,4

ROUGE-1+StopWordRemoval,31363,SYSTEM1.TXT,0.22098,0.54048,0.31370,3

ROUGE-2+StopWordRemoval,31363,SYSTEM1.TXT,0.08320,0.18346,0.11448,3

ROUGE-L+StopWordRemoval,31363,SYSTEM1.TXT,0.13571,0.33156,0.19259,3

ROUGE-SU4+StopWordRemoval,31363,SYSTEM1.TXT,0.12561,0.28039,0.17349,3

ROUGE-1+StopWordRemoval,32693,SYSTEM1.TXT,0.25356,0.34704,0.29303,5

ROUGE-2+StopWordRemoval,32693,SYSTEM1.TXT,0.08579,0.09115,0.08839,5

ROUGE-L+StopWordRemoval,32693,SYSTEM1.TXT,0.17860,0.29222,0.22170,5

ROUGE-SU4+StopWordRemoval,32693,SYSTEM1.TXT,0.12790,0.14046,0.13388,5

ROUGE-1+StopWordRemoval,31242,SYSTEM1.TXT,0.31394,0.50649,0.38762,3

ROUGE-2+StopWordRemoval,31242,SYSTEM1.TXT,0.08029,0.14233,0.10267,3

ROUGE-L+StopWordRemoval,31242,SYSTEM1.TXT,0.22437,0.30227,0.25756,3

ROUGE-SU4+StopWordRemoval,31242,SYSTEM1.TXT,0.16345,0.24481,0.19603,3

ROUGE-1+StopWordRemoval,31484,SYSTEM1.TXT,0.18718,0.37162,0.24896,4

ROUGE-2+StopWordRemoval,31484,SYSTEM1.TXT,0.03803,0.10547,0.05590,4

ROUGE-L+StopWordRemoval,31484,SYSTEM1.TXT,0.15609,0.23625,0.18798,4

ROUGE-SU4+StopWordRemoval,31484,SYSTEM1.TXT,0.09202,0.17079,0.11960,4

ROUGE-1+StopWordRemoval,31926,SYSTEM1.TXT,0.15116,0.51049,0.23325,4

ROUGE-2+StopWordRemoval,31926,SYSTEM1.TXT,0.05099,0.17324,0.07879,4

ROUGE-L+StopWordRemoval,31926,SYSTEM1.TXT,0.14543,0.37228,0.20915,4

ROUGE-SU4+StopWordRemoval,31926,SYSTEM1.TXT,0.07880,0.25540,0.12043,4

ROUGE-1+StopWordRemoval,31007,SYSTEM1.TXT,0.32376,0.60511,0.42182,3

ROUGE-2+StopWordRemoval,31007,SYSTEM1.TXT,0.15928,0.27435,0.20155,3

ROUGE-L+StopWordRemoval,31007,SYSTEM1.TXT,0.23414,0.43651,0.30479,3

ROUGE-SU4+StopWordRemoval,31007,SYSTEM1.TXT,0.19994,0.31533,0.24471,3

ROUGE-1+StopWordRemoval,30952,SYSTEM1.TXT,0.30700,0.40046,0.34756,4

ROUGE-2+StopWordRemoval,30952,SYSTEM1.TXT,0.11850,0.13636,0.12681,4

ROUGE-L+StopWordRemoval,30952,SYSTEM1.TXT,0.22152,0.25784,0.23830,4

ROUGE-SU4+StopWordRemoval,30952,SYSTEM1.TXT,0.17173,0.19036,0.18057,4

ROUGE-1+StopWordRemoval,31127,SYSTEM1.TXT,0.40905,0.39731,0.40310,3

ROUGE-2+StopWordRemoval,31127,SYSTEM1.TXT,0.11964,0.13333,0.12612,3

ROUGE-L+StopWordRemoval,31127,SYSTEM1.TXT,0.29645,0.29856,0.29750,3

ROUGE-SU4+StopWordRemoval,31127,SYSTEM1.TXT,0.21584,0.19557,0.20521,3

ROUGE-1+StopWordRemoval,30830,SYSTEM1.TXT,0.25664,0.30311,0.27795,4

ROUGE-2+StopWordRemoval,30830,SYSTEM1.TXT,0.08624,0.08417,0.08519,4

ROUGE-L+StopWordRemoval,30830,SYSTEM1.TXT,0.17746,0.22454,0.19824,4

ROUGE-SU4+StopWordRemoval,30830,SYSTEM1.TXT,0.13729,0.13475,0.13601,4

ROUGE-1+StopWordRemoval,30954,SYSTEM1.TXT,0.24634,0.42827,0.31277,3

ROUGE-2+StopWordRemoval,30954,SYSTEM1.TXT,0.05670,0.09745,0.07169,3

ROUGE-L+StopWordRemoval,30954,SYSTEM1.TXT,0.17510,0.26606,0.21120,3

ROUGE-SU4+StopWordRemoval,30954,SYSTEM1.TXT,0.12150,0.18134,0.14551,3

ROUGE-1+StopWordRemoval,32217,SYSTEM1.TXT,0.40196,0.30916,0.34951,4

ROUGE-2+StopWordRemoval,32217,SYSTEM1.TXT,0.14670,0.10031,0.11915,4

ROUGE-L+StopWordRemoval,32217,SYSTEM1.TXT,0.30924,0.26109,0.28313,4

ROUGE-SU4+StopWordRemoval,32217,SYSTEM1.TXT,0.23361,0.12782,0.16524,4

ROUGE-1+StopWordRemoval,31008,SYSTEM1.TXT,0.14134,0.49396,0.21978,3

ROUGE-2+StopWordRemoval,31008,SYSTEM1.TXT,0.04321,0.15990,0.06804,3

ROUGE-L+StopWordRemoval,31008,SYSTEM1.TXT,0.09005,0.33810,0.14222,3

ROUGE-SU4+StopWordRemoval,31008,SYSTEM1.TXT,0.07177,0.24662,0.11119,3

